"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"MLS193110030","spoha101","MLS","5","1","value","4","0","2","0","0","0","","0","","0","0","","","0","","","","","","","19311003","0","PHI09","HIL","L","exhibition","y"
"MLS193110030","spoha101","MLS","5","1","lower","4","0","2","0","0","0","","0","","0","0","","","0","","","","","","","19311003","0","PHI09","HIL","L","exhibition","y"
"MLS193110030","spoha101","MLS","5","1","upper","4","0","2","0","0","0","","0","","0","0","","","0","","","","","","","19311003","0","PHI09","HIL","L","exhibition","y"
"MLS193110040","spoha101","MLS","3","1","value","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19311004","0","FAI01","HIL","L","exhibition","y"
"MLS193110040","spoha101","MLS","3","1","lower","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19311004","0","FAI01","HIL","L","exhibition","y"
"MLS193110040","spoha101","MLS","3","1","upper","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19311004","0","FAI01","HIL","L","exhibition","y"
"HIL193110101","spoha101","MLS","4","1","value","4","0","2","","","","0","","","","","","","","","","","","","","19311010","1","DAR01","HIL","L","exhibition","y"
"HIL193110101","spoha101","MLS","4","1","lower","","0","2","","","","0","","","","","","","","","","","","","","19311010","1","DAR01","HIL","L","exhibition","y"
"HIL193110101","spoha101","MLS","4","1","upper","","0","2","","","","0","","","","","","","","","","","","","","19311010","1","DAR01","HIL","L","exhibition","y"
"MLS193110111","spoha101","MLS","4","1","value","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19311011","1","FAI01","HIL","W","exhibition","y"
"MLS193110111","spoha101","MLS","4","1","lower","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19311011","1","FAI01","HIL","W","exhibition","y"
"MLS193110111","spoha101","MLS","4","1","upper","4","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19311011","1","FAI01","HIL","W","exhibition","y"
"MLS193110112","spoha101","MLS","4","1","value","2","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19311011","2","FAI01","HIL","W","exhibition","y"
"MLS193110112","spoha101","MLS","4","1","lower","2","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19311011","2","FAI01","HIL","W","exhibition","y"
"MLS193110112","spoha101","MLS","4","1","upper","2","0","1","0","0","0","","0","","0","0","","","0","","","","","","","19311011","2","FAI01","HIL","W","exhibition","y"
"BLS193210161","spoha101","ASB","7","1","value","4","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19321016","1","BAL14","BLS","L","exhibition","y"
"BLS193210161","spoha101","ASB","7","1","lower","4","0","0","0","0","0","","0","","0","","","","0","","","","","","","19321016","1","BAL14","BLS","L","exhibition","y"
"BLS193210161","spoha101","ASB","7","1","upper","4","0","0","0","0","0","","0","","0","","","","0","","","","","","","19321016","1","BAL14","BLS","L","exhibition","y"
"BLS193210230","spoha101","ASB","8","1","value","3","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19321023","0","BAL14","BLS","L","exhibition","y"
"BLS193210230","spoha101","ASB","8","1","lower","3","0","0","0","0","0","","0","","0","","","","0","","","","","","","19321023","0","BAL14","BLS","L","exhibition","y"
"BLS193210230","spoha101","ASB","8","1","upper","3","0","0","0","0","0","","0","","0","","","","0","","","","","","","19321023","0","BAL14","BLS","L","exhibition","y"
