"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"AGS194410150","uhalf101","AGS","1","8","value","27","1","0","0","0","0","","","","","1","19441015","0","SFO01","BIR","l","exhibition","y"
"SPZ194510210","uhalf101","SPZ","1","8","value","27","2","0","0","0","0","","","","","1","19451021","0","SFO01","BIR","w","exhibition","y"
