"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"PRG192511140","haidh101","PIR","9","3","value","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19251114","0","LOS05","PRG","L","exhibition","y"
"PRG192511140","haidh101","PIR","9","3","lower","0","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19251114","0","LOS05","PRG","L","exhibition","y"
"PRG192511140","haidh101","PIR","9","3","upper","0","0","0","0","0","0","","0","","0","0","","","0","","","","","","","19251114","0","LOS05","PRG","L","exhibition","y"
"PRG192511150","haidh101","PIR","5","2","value","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19251115","0","LOS05","PRG","L","exhibition","y"
"PRG192511150","haidh101","PIR","5","2","lower","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19251115","0","LOS05","PRG","L","exhibition","y"
"PRG192511150","haidh101","PIR","5","2","upper","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19251115","0","LOS05","PRG","L","exhibition","y"
"PRG192511280","haidh101","PIR","9","1","value","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","19251128","0","LOS05","PRG","L","exhibition","y"
"PRG192511280","haidh101","PIR","9","1","lower","2","0","0","0","0","0","0","1","","0","0","","","0","","","","","","","19251128","0","LOS05","PRG","L","exhibition","y"
"PRG192511280","haidh101","PIR","9","1","upper","2","0","0","0","0","0","0","1","","0","0","","","0","","","","","","","19251128","0","LOS05","PRG","L","exhibition","y"
"PRG192512130","haidh101","PIR","9","1","value","3","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","","","","19251213","0","LOS05","PRG","L","exhibition","y"
"PRG192512130","haidh101","PIR","9","1","lower","3","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","","","","19251213","0","LOS05","PRG","L","exhibition","y"
"PRG192512130","haidh101","PIR","9","1","upper","3","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","","","","19251213","0","LOS05","PRG","L","exhibition","y"
"PRG192512250","haidh101","PIR","9","1","value","4","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","19251225","0","LOS05","PRG","T","exhibition","y"
"PRG192512250","haidh101","PIR","9","1","lower","4","0","0","0","0","0","","0","","0","1","","","0","","","","","","","19251225","0","LOS05","PRG","T","exhibition","y"
"PRG192512250","haidh101","PIR","9","1","upper","4","0","0","0","0","0","","0","","0","1","","","0","","","","","","","19251225","0","LOS05","PRG","T","exhibition","y"
