"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"ACY192610010","garcc102","ACY","8","1","value","4","3","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","","","","19261001","0","ACY01","CAG","t","championship","y"
"ACY192610020","garcc102","ACY","8","1","value","4","4","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","19261002","0","ACY01","CAG","l","championship","y"
"ACY192610030","garcc102","ACY","8","1","value","5","4","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","19261003","0","BAL13","CAG","w","championship","y"
"ACY192610040","garcc102","ACY","8","1","value","4","3","1","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","","","","19261004","0","PHI09","CAG","t","championship","y"
"ACY192610050","garcc102","ACY","8","1","value","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19261005","0","PHI09","CAG","w","championship","y"
"ACY192610060","garcc102","ACY","8","1","value","4","4","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","19261006","0","ACY01","CAG","w","championship","y"
"CAG192610090","garcc102","ACY","8","1","value","4","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","19261009","0","CHI09","CAG","l","championship","y"
"CAG192610100","garcc102","ACY","8","1","value","4","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","19261010","0","CHI09","CAG","w","championship","y"
"CAG192610110","garcc102","ACY","8","1","value","3","3","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","19261011","0","CHI09","CAG","l","championship","y"
"CAG192610130","garcc102","ACY","8","1","value","3","2","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","","","","19261013","0","CHI09","CAG","l","championship","y"
"CAG192610140","garcc102","ACY","8","1","value","4","4","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","19261014","0","CHI09","CAG","l","championship","y"
