"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"BIR193805012","blacc103","BIR","2","1","value","","0","","0","0","0","","","0","","","19380501","2","BIR01","CAG","l","exhibition","y"
"JAX193805080","blacc103","BIR","1","1","value","","","","1","0","0","","","0","","","19380508","0","JKV01","JAX","l","exibition","y"
"MEM193806051","blacc103","BIR","1","1","value","15","","","","","","","","0","","1","19380605","1","MEM02","MEM","l","regular","y"
"MEM193806080","blacc103","BIR","1","1","value","","","","","","","","","","","1","19380608","0","CLA01","MEM","l","regular",""
"BIR193806200","blacc103","BIR","","1","value","","","","","","","","","","","1","19380620","0","BIR01","MEM","w","regular",""
"BIR193806261","blacc103","BIR","1","1","value","","","","","","","","","","","","19380626","1","BIR01","JAX","w","regular",""
"IN7193807242","blacc103","BIR","1","1","value","18","","","0","","","","","","","","19380724","2","IND10","IN7","w","regular",""
"BIR193808200","blacc103","BIR","1","1","value","27","0","","","0","0","","","","","1","19380820","0","LEE01","CAG","w","exhibition","y"
"BIR193809042","blacc103","BIR","1","1","value","21","","","","","","","","","","1","19380904","2","BIR01","KCM","l","regular",""
"SSA193905300","blacc103","ATN","1","1","value","9","","","0","0","0","","","","","1","19390530","0","STL13","SSA","l","regular","y"
"CV9193907092","blacc103","MEM","1","1","value","18","0","2","0","0","0","","","","","1","19390709","2","CLE06","CV9","l","regular","y"
"SSA193907260","blacc103","MEM","1","1","value","15","0","0","0","0","0","","","","","1","19390726","0","STL13","SSA","w","regular","y"
"NY5193908062","blacc103","SSA","1","1","value","18","","","0","","0","0","","","","1","19390806","2","NOL01","NY5","l","exhibition",""
"MEM193908180","blacc103","MEM","1","1","value","27","","","1","","0","0","","","","1","19390818","0","OKC01","KCM","l","regular",""
"CAG193909042","blacc103","MEM","1","1","value","","","","0","","0","0","","","","","19390904","2","CHI09","CAG","l","regular",""
"MEM193909130","blacc103","MEM","1","1","value","7","0","","0","0","0","","","","","1","19390913","0","MAC01","KCM","l","exhibition","y"
"NW2194106190","blacc103","NY6","1","1","value","9","","","0","0","0","","","","","1","19410619","0","NWK04","NW2","l","regular","y"
"MEM194107041","blacc103","SNO","1","1","value","9","","","0","","0","0","","","","1","19410704","1","MEM02","MEM","l","regular",""
"KCM194108070","blacc103","SNO","1","1","value","12","0","0","0","0","0","","","","","1","19410807","0","DCT02","KCM","l","regular","y"
