"gid","id","team","b_lp","b_seq","stattype","b_pa","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","b_roe","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"MEM193809190","berrc104","ATN","9","1","value","1","1","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19380919","0","MEM02","MEM","l","lcs","y"
"KCM194704110","berrc104","KCM","","","value","","","","","","","","","","","","","","","","","","","","","","","19470411","0","WAC01","BIR","l","exhibition",""
"KCM194704280","berrc104","KCM","","","value","","","","","","","","","","","","","","","","","","","","","","","19470428","0","NOL01","IN9","l","exhibition",""
"KCM194705010","berrc104","KCM","9","4","value","0","0","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19470501","0","OKC02","IN9","w","exhibition","y"
"KCM194705020","berrc104","KCM","9","3","value","2","2","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19470502","0","WIC01","IN9","w","exhibition","y"
"KCM194705070","berrc104","KCM","9","2","value","0","0","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19470507","0","WIC01","CAG","w","regular","y"
"BIR194705100","berrc104","KCM","","","value","","","","","","","","","","","","","","","","","","","","","","","19470510","0","BIR01","BIR","l","regular",""
"KCM194705230","berrc104","KCM","9","1","value","2","2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","19470523","0","CBI01","CAG","l","regular","y"
"KCM194705302","berrc104","KCM","9","3","value","1","1","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19470530","2","KAN05","MEM","w","regular","y"
"KCM194706052","berrc104","KCM","9","3","value","1","1","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19470605","2","KAN05","CVB","w","regular","y"
"KCM194706060","berrc104","KCM","","","value","","","","","","","","","","","","","","","","","","","","","","","19470606","0","STJ01","CVB","w","regular",""
"KCM194706090","berrc104","KCM","9","1","value","2","2","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19470609","0","KAN05","IN9","l","regular","y"
"MEM194706200","berrc104","KCM","9","1","value","3","3","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19470620","0","KNO01","MEM","l","regular","y"
"KCM194706260","berrc104","KCM","9","2","value","1","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19470626","0","OKC02","MEM","l","regular","y"
"IN9194707010","berrc104","KCM","","","value","","","","","","","","","","","","","","","","","","","","","","","19470701","0","RCI01","IN9","l","regular",""
"KCM194707100","berrc104","KCM","9","2","value","0","0","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19470710","0","KAN05","BIR","w","regular","y"
"KCM194708032","berrc104","KCM","9","3","value","0","0","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19470803","2","KAN05","HOM","l","exhibition","y"
"PH5194708072","berrc104","KCM","9","3","value","0","0","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19470807","2","PHI11","PH5","l","exhibition","y"
"NY6194708080","berrc104","KCM","","","value","","","","","","","","","","","","","","","","","","","","","","","19470808","0","NYC16","NY6","l","exhibition",""
"KCM194708171","berrc104","KCM","9","2","value","0","0","0","0","0","0","0","","0","","0","0","0","","0","","","0","","","","","19470817","1","KAN05","IN9","l","regular","y"
"IN9194708210","berrc104","KCM","3","2","value","0","0","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","","19470821","0","DCT02","IN9","w","regular","y"
"KCM194805190","berrc104","CVB","7","1","value","3","3","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","","","","19480519","0","WIC01","KCM","l","regular","y"
