"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","date","number","site","opp","wl","gametype","box"
"KCM193710050","fettl101","MLS","1","1","value","3","0","1","0","0","0","0","19371005","0","DAV01","KCM","W","exhibition","y"
"KCM193710050","fettl101","MLS","1","1","lower","3","0","1","0","0","0","0","19371005","0","DAV01","KCM","W","exhibition","y"
"KCM193710050","fettl101","MLS","1","1","upper","3","0","1","0","0","0","0","19371005","0","DAV01","KCM","W","exhibition","y"
"MLS193710070","fettl101","MLS","1","1","value","6","0","1","0","0","0","0","19371007","0","CED01","KCM","W","exhibition","y"
"MLS193710070","fettl101","MLS","1","1","lower","6","0","0","0","0","0","0","19371007","0","CED01","KCM","W","exhibition","y"
"MLS193710070","fettl101","MLS","1","1","upper","6","0","1","0","0","0","0","19371007","0","CED01","KCM","W","exhibition","y"
"MLS193710090","fettl101","MLS","1","1","value","9","0","0","0","0","0","0","19371009","0","MAN01","KCM","W","exhibition","y"
"MLS193710090","fettl101","MLS","1","1","lower","","","","0","","0","0","19371009","0","MAN01","KCM","W","exhibition","y"
"MLS193710090","fettl101","MLS","1","1","upper","","","","0","","0","0","19371009","0","MAN01","KCM","W","exhibition","y"
"KCM193710102","fettl101","MLS","1","1","value","9","0","0","0","0","0","0","19371010","2","WIC01","KCM","L","exhibition","y"
"KCM193710102","fettl101","MLS","1","1","lower","9","0","","0","0","0","0","19371010","2","WIC01","KCM","L","exhibition","y"
"KCM193710102","fettl101","MLS","1","1","upper","9","0","","0","0","0","0","19371010","2","WIC01","KCM","L","exhibition","y"
"MLS193710110","fettl101","MLS","1","1","value","9","1","0","0","0","0","0","19371011","0","OKC01","KCM","L","exhibition","y"
"MLS193710110","fettl101","MLS","1","1","lower","6","1","0","0","0","0","0","19371011","0","OKC01","KCM","L","exhibition","y"
"MLS193710110","fettl101","MLS","1","1","upper","9","1","0","0","0","0","0","19371011","0","OKC01","KCM","L","exhibition","y"
