"gid","id","team","b_lp","b_seq","stattype","b_ab","b_r","b_h","b_d","b_t","b_hr","b_rbi","b_sh","b_sf","b_hbp","b_w","b_iw","b_k","b_sb","b_cs","b_gdp","b_xi","dh","ph","pr","date","number","site","opp","wl","gametype","box"
"IN4192104240","guerm103","CNN","4","1","value","3","1","1","0","0","0","0","0","","0","1","","","0","","","0","","","","19210424","0","IND11","IN4","W","exhibition","y"
"IN4192104240","guerm103","CNN","4","1","lower","3","","1","0","0","0","0","0","","0","","","","0","","","0","","","","19210424","0","IND11","IN4","W","exhibition","y"
"IN4192104240","guerm103","CNN","4","1","upper","3","","1","0","0","0","0","0","","0","","","","0","","","0","","","","19210424","0","IND11","IN4","W","exhibition","y"
"CNN192105220","guerm103","CNN","5","1","value","4","2","2","0","0","0","","1","","0","0","0","","1","","","0","","","","19210522","0","CIN07","CG1","W","regular","y"
"CNN192105220","guerm103","CNN","5","1","lower","4","","2","0","0","0","","1","","0","","","","1","","","0","","","","19210522","0","CIN07","CG1","W","regular","y"
"CNN192105220","guerm103","CNN","5","1","upper","4","","2","0","0","0","","1","","0","","","","1","","","0","","","","19210522","0","CIN07","CG1","W","regular","y"
"DT1192106060","guerm103","CNN","9","1","value","1","0","0","0","0","0","0","0","","0","0","0","","0","","","0","","","","19210606","0","DET07","DT1","L","regular","y"
"DT1192106060","guerm103","CNN","9","1","lower","1","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19210606","0","DET07","DT1","L","regular","y"
"DT1192106060","guerm103","CNN","9","1","upper","1","0","0","0","0","0","0","0","","0","","","","0","","","0","","","","19210606","0","DET07","DT1","L","regular","y"
"KCM192106120","guerm103","CNN","6","1","value","3","0","0","0","0","0","","0","","0","1","","","0","","","","","","","19210612","0","KAN02","KCM","L","regular","y"
"KCM192106120","guerm103","CNN","6","1","lower","3","0","0","0","0","0","","0","","0","","","","0","","","","","","","19210612","0","KAN02","KCM","L","regular","y"
"KCM192106120","guerm103","CNN","6","1","upper","3","0","0","0","0","0","","0","","0","","","","0","","","","","","","19210612","0","KAN02","KCM","L","regular","y"
"CAG192405180","guerm103","CUW","5","1","value","5","1","1","0","0","0","2","0","0","0","1","0","2","1","0","0","0","","","","19240518","0","CHI09","CAG","L","regular","y"
"CAG192405180","guerm103","CUW","5","1","lower","5","1","1","0","0","0","2","0","","0","1","","2","1","","","0","","","","19240518","0","CHI09","CAG","L","regular","y"
"CAG192405180","guerm103","CUW","5","1","upper","5","1","1","0","0","0","2","0","","0","1","","2","1","","","0","","","","19240518","0","CHI09","CAG","L","regular","y"
