"gid","id","team","d_seq","d_pos","stattype","d_ifouts","d_po","d_a","d_e","d_dp","d_tp","d_pb","d_wp","d_sb","d_cs","d_gs","date","number","site","opp","wl","gametype","box"
"BIR194903270","wattd101","BIR","","1","value","","","","","","","","","","","","19490327","0","TUS01","LCB","l","exhibition",""
"BIR194904030","wattd101","BIR","","1","value","","","","","","","","","","","","19490403","0","MOB01","LCB","w","exhibition",""
"BIR194904190","wattd101","BIR","1","1","value","","","","","","","","","","","1","19490419","0","BIR01","IN9","w","exhibition",""
"BIR194905082","wattd101","BIR","1","1","value","13","","","","","","","","","","1","19490508","2","BIR01","CAG","w","regular",""
"BIR194905110","wattd101","BIR","1","1","value","0","0","0","0","0","0","","","","","0","19490511","0","BIR01","CAG","w","regular","y"
"IN9194905160","wattd101","BIR","","1","value","","","","","","","","","","","","19490516","0","COL05","IN9","l","regular",""
"BLG194906052","wattd101","BIR","1","1","value","1","0","0","0","0","0","","","","","0","19490605","2","BAL14","BLG","w","regular","y"
"BLG194906061","wattd101","BIR","1","1","value","8","0","0","0","0","0","","","","","1","19490606","1","PHI11","BLG","l","regular","y"
"PH5194906070","wattd101","BIR","1","1","value","15","0","2","0","0","0","","","","","0","19490607","0","CHE01","PH5","l","regular","y"
"BIR194906220","wattd101","BIR","3","1","value","0","","","","","","","","","","","19490622","0","COL06","IN9","l","regular",""
"BIR194906220","wattd101","BIR","3","1","upper","2","","","","","","","","","","","19490622","0","COL06","IN9","l","regular",""
"BIR194907032","wattd101","BIR","1","1","value","5","0","0","0","0","0","","","","","","19490703","2","BIR01","MEM","l","regular","y"
