ID,last,first
balll901,Ballanfant,Lee
berrc103,Berry,Charlie
boggd901,Boggess,Dusty
chyln901,Chylak,Nestor
conlj102,Conlan,Jocko
craws901,Crawford,Shag
dascf901,Dascoli,Frank
delmv901,Delmore,Vic
dixoh901,Dixon,Hal
donaa901,Donatelli,Augie
engeb902,Engeln,Bill
flahr901,Flaherty,Red
goetl901,Goetz,Larry
gorea901,Gore,Artie
gormt101,Gorman,Tom
honoj901,Honochick,Jim
hurle901,Hurley,Eddie
jackb901,Jackowski,Bill
jefft901,Jefferson,T.H.
lands901,Landes,Stan
lewis901,Lewis,Simon
mckib901,McKinley,Bill
motlb901,Motley,Bob
nappl901,Napp,Larry
papaj901,Paparella,Joe
pineb101,Pinelli,Babe
ricej901,Rice,John
romme101,Rommel,Eddie
runge901,Runge,Ed
secof101,Secory,Frank
soarh901,Soar,Hank
stevj901,Stevens,Johnny
summb901,Summers,Bill
tabaf901,Tabacchi,Frank
umonf901,Umont,Frank
younr901,Young,Roy
