"gid","visteam","hometeam","site","date","number","starttime","daynight","innings","tiebreaker","usedh","htbf","timeofgame","attendance","fieldcond","precip","sky","temp","winddir","windspeed","oscorer","forfeit","umphome","ump1b","ump2b","ump3b","umplf","umprf","wp","lp","save","gametype","vruns","hruns","wteam","lteam","line","batteries","lineups","box","season"
"PH5194008310","NY5","PH5","CHE01","19400831","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","2","1","NY5","PH5","","","","","1940"
"PH5194009060","MEM","PH5","CHE01","19400906","0","","","","","","","","","","","","","","","","","","","","","","","johnt106","breme101","","exhibition","2","6","PH5","MEM","y","both","y","y","1940"
"PH5194105120","NY5","PH5","CHE01","19410512","0","","night","","","","","","","","","","","","","","","turnc101","","cockp101","","","","stann101","buchc101","","regular","5","4","NY5","PH5","y","both","y","y","1941"
"PH5194105190","NW2","PH5","CHE01","19410519","0","","night","","","","","","","","","","","","","","","joneu901","","","","","","hobgf101","millh104","","regular","12","7","NW2","PH5","y","both","y","y","1941"
"PH5194105260","BLG","PH5","CHE01","19410526","0","","","","","","","","","","","","","","","","","","","","","","","","","","regular","11","5","BLG","PH5","","","","","1941"
"HOM194106160","NY6","HOM","CHE01","19410616","0","","night","","","","","","","","","","","","","","","","","","","","","","","","regular","7","7","","","","p","","","1941"
"BLG194106300","NW2","BLG","CHE01","19410630","0","","night","","","","","","","","","","","","","","","mccrf901","","","","","","browj115","currg102","","regular","8","6","NW2","BLG","y","both","y","y","1941"
"PH5194805010","NY6","PH5","CHE01","19480501","0","","","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","loper102","goulh101","","regular","17","9","NY6","PH5","y","both","y","y","1948"
"PH5194805100","BLG","PH5","CHE01","19480510","0","0:00PM","","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","partr102","sowec101","","regular","4","8","PH5","BLG","y","both","y","y","1948"
"HOM194807190","NY6","HOM","CHE01","19480719","0","0:00PM","","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","","","","","","","jenkp101","parkt101","","regular","15","7","NY6","HOM","y","both","y","y","1948"
"BLG194808300","NY6","BLG","CHE01","19480830","0","0:00PM","","","","false","","-1","0","unknown","unknown","unknown","0","unknown","-1","","","trusu901","vanne901","","","","","scanp104","rombb101","","regular","7","5","NY6","BLG","y","both","y","y","1948"
